Date,Word,Clue,Difficulty
2/15/2021,ERRAND,"Task to ""run""",EASY
2/15/2021,CARE,Handle with ___,EASY
2/15/2021,FOES,Friends' opposite,EASY
2/15/2021,BARNEYFIFE,TV deputy of Mayberry [Bush 43],EASY
2/15/2021,USB,"Kind of port on a computer, in brief",EASY
2/15/2021,TURN,Zig or zag,EASY
2/15/2021,PLANON,Anticipate,FAIR
2/15/2021,BOTREE,The Buddha is often depicted meditating under it [Obama],EASY
2/15/2021,RHUBARBPIE,Baked dessert made with tart red stalks (and loads of sugar),EASY
2/15/2021,GRUB,Vittles,FAIR
2/15/2021,ARID,Really dry,EASY
2/15/2021,ECO,"""Green"" prefix",EASY
2/15/2021,UNNERVE,Rattle,DIFFICULT
2/15/2021,ISTO,"""What ___ be done?""",EASY
2/15/2021,MAO,Founder of Communist China,EASY
2/15/2021,AMUSED,Made smile,EASY
2/15/2021,CAGERS,"Basketball players, quaintly",EASY
2/15/2021,OHYES,"""You got that right!""",EASY
2/15/2021,RAJ,"Howard's best friend on ""The Big Bang Theory""",EASY
2/15/2021,WRIT,Legal order,EASY
2/15/2021,ISLA,___ Verde (locale of San Juan's airport),EASY
2/15/2021,TAOS,Tourist town in northern New Mexico,EASY
2/15/2021,SOLO,By oneself,EASY
2/15/2021,ELSE,"""If all ___ fails ...""",EASY
2/15/2021,DEAR,Letter starter,EASY
2/15/2021,IKE,Prez with the pooch Heidi,EASY
2/15/2021,AUBURN,University that's also a color,EASY
2/15/2021,CUP,Saucer go-with,EASY
2/15/2021,PEAR,Orchard fruit,EASY
2/15/2021,COSY,"Cloth used to cover a teapot, to Brits",EASY
2/15/2021,IMAC,Apple on a desktop,EASY
2/15/2021,CREME,___ brulee (French custard),FAIR
2/15/2021,AEROSOL,Spray can mist,EASY
2/15/2021,MERV,___ Griffin Enterprises,EASY
2/15/2021,NAME,Identify,FAIR
2/15/2021,ODDS,Probability,MODERATE
2/15/2021,POE,Author Edgar Allan ___,EASY
2/15/2021,CASUAL,Like Friday attire in some offices,EASY
2/15/2021,FRO,"Curly hairstyle, for short",EASY
2/15/2021,INT,1099-___ (bank-issued tax form),MODERATE
2/15/2021,MAD,Plenty steamed,EASY
2/15/2021,INABADSPOT,"Stuck, with no way out",EASY
2/15/2021,TOTALS,Sums,EASY
2/15/2021,DEET,Mosquito repellent ingredient,EASY
2/22/2021,MAKES,Earns,EASY
2/22/2021,EXHIBITS,Pieces of evidence in court,EASY
2/22/2021,HAUS,Abode in Aachen,EASY
2/22/2021,DEAL,Order to someone holding a deck of cards,EASY
2/22/2021,LIL,Grammy winner ___ Nas X,EASY
2/22/2021,CSI,Long-running CBS drama,EASY
2/22/2021,INTL,"The ""I"" of I.M.F.: Abbr.",EASY
2/22/2021,EURO,Replacement for the lira and mark,EASY
2/22/2021,INLET,Cove,MODERATE
2/22/2021,KGB,U.S.S.R. intelligence org.,EASY
2/22/2021,OUTOFPOCKET,Like medical expenses you pay for yourself,EASY
2/22/2021,YEARN,Long (for),FAIR
2/22/2021,AXLE,What a wheel connects to,EASY
2/22/2021,ANNA,Author/journalist Quindlen,EASY
2/22/2021,ONCUE,As expected,MODERATE
2/22/2021,GASLOGS,Faux fireplace items,EASY
2/22/2021,RAN,Sprinted,FAIR
2/22/2021,ANON,In a while,DIFFICULT
2/22/2021,GOAL,Score in hockey,EASY
2/22/2021,VALVE,On/off device,EASY
2/22/2021,CAST,Players in a play,EASY
2/22/2021,PETAL,One of thousands in a Rose Bowl float,EASY
2/22/2021,OTTO,Prussia's ___ von Bismarck,EASY
2/22/2021,LIPO,"Fat-removing surgery, for short",EASY
2/22/2021,AGONY,Extreme pain,EASY
2/22/2021,REAR,Caboose's location,EASY
2/22/2021,POEM,Ode or sonnet,EASY
2/22/2021,COWER,Shrink in fear,EASY
2/22/2021,GIMMEABREAK,"""Jeez, lighten up, will ya!""",EASY
2/22/2021,EWE,Ram's mate,EASY
2/22/2021,INPEACE,"How extraterrestrials come, we hope",EASY
2/22/2021,MULL,Think (over),MODERATE
2/22/2021,NSA,U.S. intelligence org.,EASY
2/22/2021,GALA,"Black-tie charity event, maybe",EASY
2/22/2021,ANTS,Fare for aardvarks,EASY
2/22/2021,AMPLE,Enough,FAIR
2/22/2021,CORGI,Welsh ___ (dog),EASY
2/22/2021,ONTHEBALL,Alert,DIFFICULT
2/22/2021,GNAT,Insect you may swat away,EASY
2/22/2021,OHIOU,"State school SE of Columbus, in brief",EASY
2/22/2021,LIU,"Lucy of TV's ""Elementary""",FAIR
2/22/2021,MISO,Kind of soup often served at a sushi bar,EASY
2/22/2021,BRONTE,Literary Emily or Charlotte,EASY
2/22/2021,LAPELS,Places for tiny U.S. flags,EASY
2/22/2021,MANX,Tail-less cat,EASY
2/22/2021,GFLAT,"Key for Debussy's ""La fille aux cheveux de lin""",EASY
2/22/2021,GENOA,Italian city known for its salami,EASY
2/22/2021,STALK,What holds up an ear of corn,EASY
2/22/2021,TADA,"""Look what I did!""",EASY
2/22/2021,OXEN,Animals in a yoke,EASY
2/22/2021,SWAK,Letters on love letters,EASY
2/22/2021,REV,"Gun, as an engine",EASY
2/22/2021,OKNOW,"""All righty then ...""",EASY
2/22/2021,ERIE,Great Lake with the smallest volume,EASY
2/22/2021,ALLCAPS,Sign of online shouting,EASY
2/22/2021,ELSE,Alternatively,FAIR
2/22/2021,ATEIN,Had dinner at home,FAIR
2/22/2021,DAIS,Speaker's platform,MODERATE
2/22/2021,TORMENT,Suffering,EASY
2/22/2021,ALPACA,Andean animal valued for its wool,EASY
2/22/2021,NIOBE,Mythical woman after whom element 41 is named,EASY
2/22/2021,OPER,"Abbr. below ""0"" on a phone",EASY
2/22/2021,NOME,Iditarod terminus,HARD
2/22/2021,PACKUP,Get stuff ready to go,EASY
2/22/2021,STAMP,"It may say ""Forever""",EASY
2/22/2021,LYRE,Muse's instrument,FAIR
2/22/2021,EASE,"""At ___, soldier!""",FAIR
2/22/2021,LEG,"Turkey drumstick, e.g.",EASY
2/22/2021,POCUS,Hocus-___,EASY
2/22/2021,EAUS,Evian and Perrier,EASY
2/22/2021,EGO,Bigheadedness,EASY
3/1/2021,FERRISWHEEL,"*Chicago, 1893",EASY
3/1/2021,NET,After tax,EASY
3/1/2021,ESTEE,Laudable Lauder,EASY
3/1/2021,BON,"""___ appetit!""",FAIR
3/1/2021,NICEIDEA,"""Why didn't I think of that!""",EASY
3/1/2021,UTE,Salt Lake City athlete,MODERATE
3/1/2021,ILL,"""___ get you!""",EASY
3/1/2021,ACDC,Rock band that electrifies audiences?,EASY
3/1/2021,AXE,"Jack Nicholson's weapon in ""The Shining""",EASY
3/1/2021,ALOE,Burn soother,EASY
3/1/2021,PARCEL,"The ""P"" in UPS",EASY
3/1/2021,GADS,Wanders (about),FAIR
3/1/2021,ALPS,Mont Blanc and Matterhorn,EASY
3/1/2021,SNAIL,Word before shell or mail,EASY
3/1/2021,EPCOT,"Theme park with an ""Imagination!"" pavilion",EASY
3/1/2021,OUR,"""___ Father who art in heaven ...""",EASY
3/1/2021,SOCALLED,Ostensible,EASY
3/1/2021,MOLE,Undercover operative,FAIR
3/1/2021,MOB,Unruly throng,EASY
3/1/2021,ASTROS,Houston team,FAIR
3/1/2021,ECHO,"Sound heard in a long hallway, maybe",EASY
3/1/2021,STEALS,Engages in thievery,EASY
3/1/2021,MOOD,Emotional state,EASY
3/1/2021,LSU,Baton Rouge sch.,FAIR
3/1/2021,PURE,100%,MODERATE
3/1/2021,SPACENEEDLE,"*Seattle, 1962",EASY
3/1/2021,ASKS,Queries,EASY
3/1/2021,XRAYS,Photos at the dentist's,EASY
3/1/2021,ENSUE,Happen next,EASY
3/1/2021,EIFFELTOWER,"*Paris, 1889",EASY
3/1/2021,ATE,Partook of a meal,EASY
3/1/2021,SNORE,"Wake others up while you sleep, perhaps",EASY
3/1/2021,ETTU,"""And you?,"" to Caesar",EASY
3/1/2021,ESPNU,TV channel for college sports,EASY
3/1/2021,STPAUL,One of the Twin Cities,FAIR
3/1/2021,PER,Pay-___-view,EASY
3/1/2021,IFOLD,Words spoken after a big raise?,EASY
3/1/2021,EWW,"""Yu-u-uck!""",EASY
3/1/2021,INDICT,Charge with a crime,EASY
3/1/2021,SECRET,Hush-hush,HARD
3/1/2021,SWAG,Promotional goodies handed out at an event,EASY
3/1/2021,NOLA,"The Big Easy, in brief",EASY
3/1/2021,AROD,"Three-time A.L. M.V.P. (2003, 2005 and 2007), informally",EASY
3/1/2021,AFAR,Miles away,FAIR
3/1/2021,CARA,"Sweetheart, in Salerno",EASY
3/1/2021,AXLE,One of several on a tractor-trailer,EASY
3/1/2021,BELT,Pants holder-upper,EASY
3/1/2021,SPF,Tanning lotion stat,EASY
3/1/2021,SLY,Sneaky,FAIR
3/1/2021,ASS,Nincompoop,EASY
3/1/2021,EDEN,Garden of earthly delights,EASY
3/1/2021,LASHED,"Made a verbal attack, with ""out""",EASY
3/1/2021,BILES,Gymnast Simone,EASY
3/1/2021,TEPEE,Shelter that might be made of buffalo skin,EASY
3/1/2021,EDSEL,'50s Ford flop,EASY
3/1/2021,RACK,"Eight lamb chops, typically, or a frame for 15 pool balls",EASY
3/1/2021,OLES,Cheers at a futbol match,EASY
3/1/2021,SSN,Nine-digit government ID,EASY
3/1/2021,EMERY,Manicurist's board,HARD
3/1/2021,CODA,Musical finale,FAIR
3/1/2021,HOLY,Sacred,FAIR
3/1/2021,ODES,Lyric poems,FAIR
3/1/2021,TEASET,"Cups, saucers, pot, etc.",EASY
3/1/2021,UNFREE,Not at liberty,EASY
3/1/2021,SEE,Visualize,EASY
3/1/2021,SECT,"Sunni or Shia, in Islam",EASY
3/1/2021,INUIT,Arctic native,MODERATE
3/1/2021,OSCAR,___ the Grouch,EASY
3/1/2021,WOO,"Ply with chocolates and roses, say",EASY
3/1/2021,ALLTERRAIN,Kind of vehicle to take off-road,EASY
3/1/2021,EXTRA,"Like a 10th or 11th inning, in baseball",EASY
3/8/2021,IMA,"The Monkees' ""___ Believer""",MODERATE
3/8/2021,LPGA,U.S. sports org. with many prominent Korean champions,EASY
3/8/2021,RIPTIDES,Hazards for offshore swimmers,EASY
3/8/2021,ESPY,Catch sight of,EASY
3/8/2021,AAMCO,Big name in transmission repair,EASY
3/8/2021,CIA,"Org. in ""Zero Dark Thirty""",EASY
3/8/2021,TISKET,Tasket's partner in a nursery rhyme,EASY
3/8/2021,AHN,Actor Philip with a star on the Hollywood Walk of Fame,EASY
3/8/2021,SAM,Uncle ___ (patriotic figure),EASY
3/8/2021,SMAUG,"Dragon in ""The Hobbit""",EASY
3/8/2021,DIDO,Legendary queen and founder of Carthage,EASY
3/8/2021,MOVE,Change domiciles,EASY
3/8/2021,STJUDE,Noted children's research hospital,EASY
3/8/2021,ADAGE,"""What goes up must come down,"" e.g.",EASY
3/8/2021,AMBLED,Strolled,FAIR
3/8/2021,PLAYMATE,Schoolyard friend,EASY
3/8/2021,MARACA,Percussion item that's shaken,EASY
3/8/2021,INDUSTRY,"Manufacturing of factory goods, e.g.",EASY
3/8/2021,PREYON,Victimize,HARD
3/8/2021,CARD,Ace of spades or queen of hearts,EASY
3/8/2021,ESAU,Biblical twin of Jacob,EASY
3/8/2021,BEING,Existence,FAIR
3/8/2021,ERE,"Before, poetically",EASY
3/8/2021,ESO,"""___ Beso"" (1962 Paul Anka hit)",EASY
3/8/2021,TOLDTO,"Shared with, as a story",EASY
3/8/2021,BLT,Sandwich often served with mayo,EASY
3/8/2021,POLE,Connector between levels of a fire station,EASY
3/8/2021,OMG,"""I'm shocked!,"" in a text",EASY
3/8/2021,BAHAI,"Religion based in Haifa, Israel",EASY
3/8/2021,SNIT,Bothered state,EASY
3/8/2021,AERATORS,Faucet attachments,EASY
3/8/2021,DANG,"""Nuts!""",EASY
3/8/2021,PRICE,Y-axis,EASY
3/8/2021,MAPPED,Drew for an atlas,EASY
3/8/2021,LSD,'60s hallucinogenic,EASY
3/8/2021,EUGENE,Playwright O'Neill,EASY
3/8/2021,CHOPRA,Actress Priyanka who was 2000's Miss World,EASY
3/8/2021,JUKES,"Fakes out of position, as in football",EASY
3/8/2021,BALI,Much-visited Indonesian isle,EASY
3/8/2021,ADIEU,Farewell,EASY
3/8/2021,AVERT,"Prevent, as disaster",EASY
3/8/2021,MESSY,"Complicated, as a divorce",EASY
3/8/2021,STAT,"""A.S.A.P.!""",EASY
3/8/2021,MITT,Baseball glove,EASY
3/8/2021,TDS,"Football scores, for short",EASY
3/8/2021,THESES,Writings of Ph.D. candidates,EASY
3/8/2021,SODOI,"""Me too""",MODERATE
3/8/2021,GTOS,Classic Pontiac sports cars,EASY
3/8/2021,TAN,Lie in the sun,EASY
3/8/2021,BAGS,Sacks,EASY
3/8/2021,PORGY,"""___ and Bess""",EASY
3/8/2021,ANDRE,Tennis's Agassi,FAIR
3/8/2021,YOUD,"""___ be surprised""",EASY
3/8/2021,MUS,Greek M's,EASY
3/8/2021,ATTEST,Swear (to),MODERATE
3/8/2021,TORSO,Middle part of the body,EASY
3/8/2021,ENYA,One-named Irish singer,FAIR
3/8/2021,AMP,Bit of concert equipment,EASY
3/8/2021,LUNAR,Moon-related,EASY
3/8/2021,BREED,One of over 200 recognized by the American Kennel Club,EASY
3/8/2021,LAYITONME,"""I'm listening""",FAIR
3/8/2021,ECONOMICS,Subject of this puzzle,EASY
3/8/2021,UTOPIA,Golden state?,EASY
3/8/2021,ELIE,"""Night"" memoirist Wiesel",FAIR
3/8/2021,OLE,Cheer at a bullfight,EASY
3/8/2021,MARBLE,Stone for a statue,EASY
3/15/2021,MEATS,Butchers' offerings,EASY
3/15/2021,SPUN,Like tops and tales,EASY
3/15/2021,ADLIB,Speak extemporaneously,EASY
3/15/2021,STAID,Boringly proper,EASY
3/15/2021,END,Conclude,EASY
3/15/2021,EROS,Greek god of love,EASY
3/15/2021,ALEE,"Away from the wind, nautically",EASY
3/15/2021,AGE,"It's just a number, they say",EASY
3/15/2021,AWN,Plant bristle,MODERATE
3/15/2021,SPARES,Shows mercy to,EASY
3/15/2021,ERE,"Poet's ""before""",EASY
3/15/2021,STEW,"Olla podrida, for one",EASY
3/15/2021,DUANE,One of the Allman Brothers,MODERATE
3/15/2021,BAA,Sheep's cry,EASY
3/15/2021,INTRO,Opening remarks,EASY
3/15/2021,BASEHITS,"Single, double and triple, on the diamond",EASY
3/15/2021,ARK,Noah's construction,EASY
3/15/2021,AESOP,"""The Fox and the Grapes"" storyteller",FAIR
3/15/2021,KLINE,Actor Kevin whose last name shares four letters with his first,EASY
3/15/2021,SEE,Envision,EASY
3/15/2021,SLEDS,Vehicles on snow-covered hills,EASY
3/15/2021,OASIS,Watering place for a camel,EASY
3/15/2021,PET,Indoor animal,EASY
3/15/2021,WHIST,Trick-taking card game,EASY
3/15/2021,RNA,Messenger ___,MODERATE
3/15/2021,GOLDENEAGLE,Large bird of prey with a brownish-yellow neck,EASY
3/15/2021,WATT,Light bulb unit,EASY
3/15/2021,ISM,Suffix with cynic or skeptic,EASY
3/15/2021,MAN,Hombre,EASY
3/15/2021,CUE,Pool stick,EASY
3/15/2021,FIREUP,"Make excited, as a crowd",EASY
3/15/2021,ALA,___ carte (ordered separately),EASY
3/15/2021,NAVI,"Blue race in ""Avatar""",EASY
3/15/2021,DILL,Kind of pickle,EASY
3/15/2021,TIT,___ for tat,EASY
3/15/2021,GLAD,Pleased,MODERATE
3/15/2021,ASSET,Valuable item,EASY
3/15/2021,LAYLA,Eric Clapton hit that's over seven minutes long,EASY
3/15/2021,SAG,Droop,EASY
3/15/2021,LUNGE,Sudden forward thrust,EASY
3/15/2021,ANDES,World's longest continental mountain range,EASY
3/15/2021,TIRE,Lose stamina,EASY
3/15/2021,SIESTA,Afternoon nap,EASY
3/15/2021,BOHEMIA,European region that lent its name to a nonconforming lifestyle,EASY
3/15/2021,DEPENDS,"""Could be ...""",EASY
3/15/2021,SIRENS,Ambulance sounds,EASY
3/15/2021,ETAL,And others: Abbr.,EASY
3/15/2021,BABAS,Rum-soaked desserts,EASY
3/15/2021,TEXTS,Messages that sometimes contain emojis,EASY
3/15/2021,AWFUL,"Really, really bad",EASY
3/15/2021,SCOT,Get off ___-free,EASY
3/15/2021,LAO,Philosopher ___-tzu,EASY
3/15/2021,ANA,Get ___ on (ace),EASY
3/15/2021,SLOAN,New York's Memorial ___ Kettering Cancer Center,EASY
3/15/2021,VIES,Strives for victory,EASY
3/15/2021,GEN,Four-star officer: Abbr.,EASY
3/15/2021,PINATAS,They get smashed at parties,EASY
3/15/2021,ALAS,"""Sadly ...""",EASY
3/15/2021,ESL,"Course for some immigrants, in brief",EASY
3/15/2021,DODGE,Historic Kansas fort name,EASY
3/15/2021,SPELUNK,Explore caves,EASY
3/15/2021,OWED,Like debts,EASY
3/15/2021,AHA,"""Bingo!""",FAIR
3/15/2021,SIGMA,Letter after rho,EASY
3/15/2021,ISLAND,Cuba or Aruba,EASY
3/15/2021,LEO,Zodiac sign before Virgo,EASY
3/15/2021,PRICKLYPEAR,Cactus with an edible fruit,EASY
3/15/2021,ENSUE,Follow as a consequence,EASY
3/15/2021,TAMED,No longer feral,EASY
3/15/2021,NAPALM,Incendiary bomb material,EASY
3/15/2021,FATWA,Formal ruling on a point of Islamic law,EASY
3/15/2021,ILIAD,Trojan War epic poem,EASY
3/15/2021,STENCIL,Sign maker's pattern,EASY
3/15/2021,RATTLESNAKE,Venomous predator with a vibrating tail,EASY
3/22/2021,INFRA,Prefix with red or structure,EASY
3/22/2021,LEONE,Sierra ___ (African land),EASY
3/22/2021,UPTO,No more than,EASY
3/22/2021,REBS,Yanks' opponents in the Civil War,EASY
3/22/2021,DROP,Plummet,FAIR
3/22/2021,WARBLE,Birdsong,EASY
3/22/2021,FIX,Predicament,EASY
3/22/2021,CDS,Investments with account nos.,EASY
3/22/2021,FREAKED,Flipped (out),EASY
3/22/2021,INK,Squid's defense,EASY
3/22/2021,YES,"""You called?""",EASY
3/22/2021,SEQUINS,Glittery dress adornments,EASY
3/22/2021,JAMBS,Door parts,FAIR
3/22/2021,TRYONE,"""Here, you'll like it!""",EASY
3/22/2021,ERE,"Preceding, poetically",EASY
3/22/2021,SEW,Use needle and thread,EASY
3/22/2021,LPS,"Old-fashioned record collection, for short",EASY
3/22/2021,ARM,Locale for the radius and ulna,EASY
3/22/2021,JAB,Quick punch,FAIR
3/22/2021,APPLIED,Submitted a résumé,EASY
3/22/2021,AMI,Friend in France,EASY
3/22/2021,AMARO,Bitter Italian liqueur,EASY
3/22/2021,DURANTE,"Comedian Jimmy who joked of his ""schnozzola""",EASY
3/22/2021,SAX,"Long-bodied jazz instrument, for short",EASY
3/22/2021,BROOD,Mother hen's responsibility,EASY
3/22/2021,USNAVY,Mil. branch with dress blues and dress whites,EASY
3/22/2021,SOFA,Couch,EASY
3/22/2021,SAAB,Bygone Swedish auto,EASY
3/22/2021,LEDS,"Energy-efficient illumination sources, for short",EASY
3/22/2021,SNOOP,Nosy sort,EASY
3/22/2021,LEGATO,"Flowing, musically",EASY
3/22/2021,ETS,Those who are not among us (or are they?),EASY
3/22/2021,KIN,Family,FAIR
3/22/2021,BITOFF,Removed with the teeth,EASY
3/22/2021,LADS,Blokes,EASY
3/22/2021,PUB,"Stop on a drinker's ""crawl""",EASY
3/22/2021,KNOB,Door part,EASY
3/22/2021,ODOR,Skunk funk,EASY
3/22/2021,IRE,Rageaholic's state,EASY
3/22/2021,ALDER,Tree in the birch family,EASY
3/22/2021,PREREQ,"Algebra, for calc, e.g.",EASY
3/22/2021,EROTIC,Like art that might offend prudish sorts,EASY
3/22/2021,TRIPWIRE,Security alarm trigger,EASY
3/22/2021,ONEND,Without interruption,EASY
3/22/2021,BFFS,"Tightest of pals, in brief",EASY
3/22/2021,LIRE,Old Italian money,EASY
3/22/2021,FEY,Funny Tina,EASY
3/22/2021,EAU,___ de vie,HARD
3/22/2021,TEN,"Point value for a ""Z"" in Scrabble",EASY
3/22/2021,PERKS,"Corner offices and prime parking spots, for company V.I.P.s",EASY
3/22/2021,ETTU,Famous almost-last words from Caesar,EASY
3/22/2021,ADHD,"Condition that affects concentration, for short",EASY
3/22/2021,CLIFFS,White ___ of Dover,EASY
3/22/2021,LAX,Not stringently enforcing the rules,EASY
3/22/2021,INCUBI,Nighttime demons,EASY
3/22/2021,ETAS,Greek letters that rhyme with three other letters,EASY
3/22/2021,HENRI,Artist Matisse,FAIR
3/22/2021,LASVEGAS,"So-called ""Sin City""",EASY
3/22/2021,PLAYDATE,Tots' time together,EASY
3/22/2021,DERN,Laura with an Oscar and an Emmy,EASY
3/22/2021,COALS,Classic eyes for Frosty,EASY
3/22/2021,ALIG,"Prank interviewer who referred to Buzz Aldrin as ""Buzz Lightyear""",EASY
3/22/2021,SNORER,Person who might bother a bedmate,EASY
3/22/2021,ATOM,Elemental part of an element,EASY
3/22/2021,AMP,Band aid,HARD
3/22/2021,SNOW,Contents of some drifts,EASY
3/22/2021,INANE,Imbecilic,EASY
3/22/2021,SEX,Health class subject,EASY
3/29/2021,IAGO,Schemer against Othello,EASY
3/29/2021,ESE,Suffix with Sudan or Japan,EASY
3/29/2021,STOP,"What the Supremes said to do ""in the name of love""",EASY
3/29/2021,GRE,Test for an advanced deg. seeker,EASY
3/29/2021,MIRACLE,Requirement for sainthood,EASY
3/29/2021,ARABIA,Peninsula with Oman and Yemen,EASY
3/29/2021,PEBBLEBEACH,California golf resort that has hosted six U.S. Opens,EASY
3/29/2021,AIOLI,Garlicky sauce,EASY
3/29/2021,LENTO,"Slow, musically",FAIR
3/29/2021,SANTA,"One who laughs ""Ho, ho, ho!""",EASY
3/29/2021,APR,Mo. with many (not so) happy returns?,EASY
3/29/2021,ALTO,Voice below mezzo-soprano,EASY
3/29/2021,LET,Tennis do-over,EASY
3/29/2021,TREBLECLEF,&#119070;,EASY
3/29/2021,RUGBY,Team sport with scrums,EASY
3/29/2021,THINMINT,Popular Girl Scout cookie,EASY
3/29/2021,ATWAR,"Fighting, as countries",EASY
3/29/2021,ASA,Naked ___ jaybird,FAIR
3/29/2021,PHASE,Stage of development,EASY
3/29/2021,EMILE,Writer Zola,MODERATE
3/29/2021,PCT,Fractional amt.,EASY
3/29/2021,LAB,Part of a chem class,EASY
3/29/2021,NESTLE,Lie snugly,EASY
3/29/2021,EPITOME,Perfect example,FAIR
3/29/2021,AMI,French friend,EASY
3/29/2021,SOAK,Take a lo-o-ong bath,EASY
3/29/2021,UMPS,"Home plate officials, informally",EASY
3/29/2021,DING,Minor job at a body shop,EASY
3/29/2021,ONTAP,"Not bottled or canned, as beer",EASY
3/29/2021,NOUN,"Word that might be ""proper""",EASY
3/29/2021,EVENT,Wedding or parade,EASY
3/29/2021,WADEINTO,Undertake with gusto,EASY
3/29/2021,EGRETS,White wetlands birds,EASY
3/29/2021,RENTS,Monopoly payments,FAIR
3/29/2021,BELGIANS,Citizens of Brussels and Antwerp,EASY
3/29/2021,ENTRACTE,Theatergoer's break,EASY
3/29/2021,TOE,What a ballerina twirls on,EASY
3/29/2021,TIMELY,At just the right moment,EASY
3/29/2021,RAISED,Made a higher poker bet,EASY
3/29/2021,HOT,All the rage,MODERATE
3/29/2021,ETALIA,And others: Lat.,EASY
3/29/2021,FORE,Shout after an errant drive,EASY
3/29/2021,PABLO,Artist Picasso,EASY
3/29/2021,CPAS,"Tax pros, for short",FAIR
3/29/2021,EBON,"Black, in poetry",EASY
3/29/2021,BEEN,Has-___,FAIR
3/29/2021,BLT,"Toasted sandwich, familiarly",EASY
3/29/2021,ASIS,Buyer's warning,EASY
3/29/2021,OVA,In vitro fertilization needs,EASY
3/29/2021,ROC,Huge bird of lore,EASY
3/29/2021,BOA,___ constrictor,EASY
3/29/2021,PEAL,"Ring, as church bells",EASY
3/29/2021,OLE,Mississippi's ___ Miss,EASY
3/29/2021,GIBE,Taunt,HARD
3/29/2021,BLIP,Spot on a radar screen,FAIR
3/29/2021,YETI,Supposed source of mysterious footprints in the Himalayas,EASY
3/29/2021,APLOMB,Self-assurance,EASY
3/29/2021,SCAMPI,Shrimp ___ (seafood dish),EASY
3/29/2021,ATBEST,Optimally,DIFFICULT
3/29/2021,REHEAR,"Try, try again?",EASY
3/29/2021,TUB,Place to take a bath,EASY
3/29/2021,GAB,Run one's mouth,EASY
3/29/2021,ROO,"Outback hopper, informally",EASY
3/29/2021,RUT,Routine that one might get stuck in,EASY
3/29/2021,ANTE,Pay to play,FAIR
3/29/2021,GLOB,Amorphous lump,FAIR
4/5/2021,PAPA,Fairy tale bear with a hard bed,EASY
4/5/2021,SST,"Bygone Mach 1 breaker, for short",EASY
4/5/2021,MAIN,Major water line,EASY
4/5/2021,LOITER,Hang around idly,EASY
4/5/2021,YOUIN,"""Wanna join us?""",EASY
4/5/2021,SENDS,Drops in the mail,EASY
4/5/2021,PUSH,Delivery room instruction,EASY
4/5/2021,CREW,Ship personnel,EASY
4/5/2021,NUNS,Religious sisters,EASY
4/5/2021,SLEAZE,Real lowlife,EASY
4/5/2021,TAKETHAT,"""So there!"" ... or what you can do to the ends of the answers to the starred clues?",EASY
4/5/2021,STARES,Looks without blinking,EASY
4/5/2021,ONE,Number of Q tiles in Scrabble,EASY
4/5/2021,AHAT,At the drop of ___ (instantly),EASY
4/5/2021,DEFER,Put on hold,FAIR
4/5/2021,DENIM,Jeans material,EASY
4/5/2021,CHIEF,Tribal leader,EASY
4/5/2021,DRDRE,Hip-hop producer who founded Aftermath Entertainment,EASY
4/5/2021,DOG,Animal that barks,EASY
4/5/2021,OAK,Bourbon barrel material,EASY
4/5/2021,AGENDA,List for a meeting,EASY
4/5/2021,WIIFIT,Nintendo game featuring balance exercises,EASY
4/5/2021,NAME,___ of the game,EASY
4/5/2021,STEAM,Early auto engine's power source,EASY
4/5/2021,SITE,"Construction area, e.g.",EASY
4/5/2021,RAPS,Performs like Iggy Azalea,EASY
4/5/2021,CASTE,Social stratum,MODERATE
4/5/2021,INCITE,Provoke,MODERATE
4/5/2021,RENO,Nevada city on the Truckee River,EASY
4/5/2021,LCD,"PC monitor type, in brief",EASY
4/5/2021,POODLECUT,*Hairstyle popularized by Lucille Ball,EASY
4/5/2021,ADUE,"For two, in music",EASY
4/5/2021,LYE,Caustic solution,EASY
4/5/2021,TATER,"Item that may be baked or mashed, informally",EASY
4/5/2021,DEAN,College faculty head,EASY
4/5/2021,CELINE,Pop singer Dion,EASY
4/5/2021,RADIANT,Visibly elated,MODERATE
4/5/2021,MALARKEY,Nonsense,EASY
4/5/2021,SMU,"Home of the George W. Bush Institute, in brief",EASY
4/5/2021,LOP,Hack (off),EASY
4/5/2021,AIDES,Capitol Hill staffers,EASY
4/5/2021,OHARE,Busiest airport in the Midwest,EASY
4/5/2021,PEARL,Oyster's creation,EASY
4/5/2021,ULTA,___ Beauty (Sephora competitor),EASY
4/5/2021,FTC,Org. that monitors consumer scams,EASY
4/5/2021,UHOH,"""Here comes trouble ...""",EASY
4/5/2021,NANA,Mama's mama,EASY
4/5/2021,EWE,Ovine mother,EASY
4/5/2021,HAM,Ingredient in a Denver omelet,EASY
4/5/2021,DETER,Scare off,HARD
4/5/2021,CRAVE,Yearn for,EASY
4/5/2021,STEM,Part of a cherry you don't eat,EASY
4/5/2021,NODES,Connection points,EASY
4/5/2021,RUNON,Talk too long,EASY
4/5/2021,ORCA,Whale that preys on octopuses,EASY
4/5/2021,OPT,Make a pick,EASY
4/5/2021,AIRSPEED,Cockpit reading,EASY
4/5/2021,KNITS,"Makes a scarf, say",EASY
4/5/2021,CGI,FX in much sci-fi and fantasy,EASY
4/5/2021,HEIST,Bank holdup,EASY
4/5/2021,EDIT,Heading in a word processing menu,EASY
4/5/2021,GRIM,"Worrisome, as news",EASY
